"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","direction","comparison","time"
"GO:1903532","positive regulation of secretion by cell",0.0467836257309941,0.0125980426181717,0.00152557682715786,0.0911604781255759,0.0810985983324663,"Spp1/Runx1/Sox11/Ezr/Doc2b/Sdc4/Gab2/Rtn4",8,"Up","DES vs. Stable","70"
"GO:0050900","leukocyte migration",0.0467836257309941,0.0131880335947803,0.00202926886673613,0.0926822435134758,0.0824523981642261,"Ccl12/Spp1/Ccl6/C5ar1/Cyp7b1/Itga9/Ptk2b/Rtn4",8,"Up","DES vs. Stable","70"
"GO:0050678","regulation of epithelial cell proliferation",0.0467836257309941,0.0140556673839106,0.00299856375663748,0.102105088749179,0.0908351925136218,"Ccl12/Sox11/Gas1/Cyp7b1/Errfi1/Pdcd6/Rtn4/Egfl7",8,"Up","DES vs. Stable","70"
"GO:0006979","response to oxidative stress",0.0467836257309941,0.0141944887901714,0.00318241483672358,0.102105088749179,0.0908351925136218,"Aldh1a1/Ptgs2/Ucp2/Thg1l/Pycr2/Ptgs1/Ptk2b/Rhob",8,"Up","DES vs. Stable","70"
"GO:0051047","positive regulation of secretion",0.0467836257309941,0.0144721316026931,0.00357637037265107,0.105568551638369,0.0939163740899503,"Spp1/Runx1/Sox11/Ezr/Doc2b/Sdc4/Gab2/Rtn4",8,"Up","DES vs. Stable","70"
"GO:0030595","leukocyte chemotaxis",0.0409356725146199,0.00791282015686819,0.000442951255057402,0.0593707635060211,0.0528176881173663,"Ccl12/Spp1/Ccl6/C5ar1/Cyp7b1/Itga9/Ptk2b",7,"Up","DES vs. Stable","70"
"GO:0097529","myeloid leukocyte migration",0.0409356725146199,0.00798223085999861,0.000466637628264158,0.0593707635060211,0.0528176881173663,"Ccl12/Spp1/Ccl6/C5ar1/Itga9/Ptk2b/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0048762","mesenchymal cell differentiation",0.0409356725146199,0.00839869507878115,0.00063083853111397,0.0633358147341923,0.0563450949885561,"Pdpn/Sox11/Ret/Gcnt2/Nrp2/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0044262","cellular carbohydrate metabolic process",0.0409356725146199,0.0101686680086069,0.00190139371082347,0.0926822435134758,0.0824523981642261,"Ndst4/Ppp1r2/Inpp4b/Mas1/Idnk/Fam3c/Ptk2b",7,"Up","DES vs. Stable","70"
"GO:0046394","carboxylic acid biosynthetic process",0.0409356725146199,0.0102380787117374,0.00197562999277952,0.0926822435134758,0.0824523981642261,"Aldh1a1/Ptgs2/Cyp7b1/Pycr2/Hacd2/Ptgs1/Bcat1",7,"Up","DES vs. Stable","70"
"GO:0016053","organic acid biosynthetic process",0.0409356725146199,0.0102727840633026,0.00201358061650678,0.0926822435134758,0.0824523981642261,"Aldh1a1/Ptgs2/Cyp7b1/Pycr2/Hacd2/Ptgs1/Bcat1",7,"Up","DES vs. Stable","70"
"GO:0060485","mesenchyme development",0.0409356725146199,0.0103769001179982,0.00213082947920186,0.0944246491923135,0.0840024850131083,"Pdpn/Sox11/Ret/Gcnt2/Nrp2/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0045765","regulation of angiogenesis",0.0409356725146199,0.0106545429305199,0.00246940099552785,0.101527827653056,0.0903216468770692,"Runx1/C5ar1/Tspan12/Ptk2b/Rhob/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0046883","regulation of hormone secretion",0.0409356725146199,0.0106545429305199,0.00246940099552785,0.101527827653056,0.0903216468770692,"Spp1/Runx1/Adra2a/Ucp2/Sox11/Doc2b/Uqcc2",7,"Up","DES vs. Stable","70"
"GO:1901342","regulation of vasculature development",0.0409356725146199,0.0107933643367807,0.00265350758083963,0.102105088749179,0.0908351925136218,"Runx1/C5ar1/Tspan12/Ptk2b/Rhob/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0010631","epithelial cell migration",0.0409356725146199,0.0108627750399112,0.00274942921432962,0.102105088749179,0.0908351925136218,"Ptgs2/Ptk2b/Gab2/Fstl1/Rhob/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0006936","muscle contraction",0.0409356725146199,0.0108974803914764,0.00279837775034805,0.102105088749179,0.0908351925136218,"Glra1/Acta2/Adra2a/Mylk/Ptgs2/Ptgs1/Kcna1",7,"Up","DES vs. Stable","70"
"GO:0060326","cell chemotaxis",0.0409356725146199,0.0108974803914764,0.00279837775034805,0.102105088749179,0.0908351925136218,"Ccl12/Spp1/Ccl6/C5ar1/Cyp7b1/Itga9/Ptk2b",7,"Up","DES vs. Stable","70"
"GO:0090132","epithelium migration",0.0409356725146199,0.0109321857430416,0.00284799267345334,0.102105088749179,0.0908351925136218,"Ptgs2/Ptk2b/Gab2/Fstl1/Rhob/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:0090130","tissue migration",0.0409356725146199,0.011001596446172,0.00294924550610199,0.102105088749179,0.0908351925136218,"Ptgs2/Ptk2b/Gab2/Fstl1/Rhob/Pdcd6/Rtn4",7,"Up","DES vs. Stable","70"
"GO:1990266","neutrophil migration",0.0350877192982456,0.00451169570347748,0.000129954463495177,0.0366648480322641,0.0326179485302115,"Ccl12/Spp1/Ccl6/C5ar1/Itga9/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0019233","sensory perception of pain",0.0350877192982456,0.00517109738321649,0.000272668947697318,0.0570388056061759,0.0507431211456216,"Penk/Ptgs2/Ptgs1/Kcnip3/Rtn4/Kcna1",6,"Up","DES vs. Stable","70"
"GO:0010634","positive regulation of epithelial cell migration",0.0350877192982456,0.00541403484417297,0.000348731556765537,0.0570388056061759,0.0507431211456216,"Ptgs2/Ptk2b/Gab2/Rhob/Pdcd6/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0097530","granulocyte migration",0.0350877192982456,0.00551815089886861,0.000386011025201031,0.0570388056061759,0.0507431211456216,"Ccl12/Spp1/Ccl6/C5ar1/Itga9/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0045766","positive regulation of angiogenesis",0.0350877192982456,0.00635107933643368,0.000808744250819488,0.0677188519352852,0.0602443524382377,"Runx1/C5ar1/Ptk2b/Rhob/Pdcd6/Rtn4",6,"Up","DES vs. Stable","70"
"GO:1904018","positive regulation of vasculature development",0.0350877192982456,0.00635107933643368,0.000808744250819488,0.0677188519352852,0.0602443524382377,"Runx1/C5ar1/Ptk2b/Rhob/Pdcd6/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0043491","protein kinase B signaling",0.0350877192982456,0.00721871312556396,0.00156046996791392,0.0911604781255759,0.0810985983324663,"Ccl12/Inpp4b/Ret/Gcnt2/Pdcd6/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.0350877192982456,0.00728812382869438,0.00163792158857135,0.0926822435134758,0.0824523981642261,"Ptgs2/Ret/Fam162a/Rps27l/Pdcd6/Ddx3x",6,"Up","DES vs. Stable","70"
"GO:0050679","positive regulation of epithelial cell proliferation",0.0350877192982456,0.00753106128965086,0.00193221125962221,0.0926822435134758,0.0824523981642261,"Sox11/Gas1/Cyp7b1/Pdcd6/Rtn4/Egfl7",6,"Up","DES vs. Stable","70"
"GO:2000116","regulation of cysteine-type endopeptidase activity",0.0350877192982456,0.00832928437565073,0.00318612440834832,0.102105088749179,0.0908351925136218,"Ptgs2/Ret/Fam162a/Rps27l/Pdcd6/Ddx3x",6,"Up","DES vs. Stable","70"
"GO:0010632","regulation of epithelial cell migration",0.0350877192982456,0.00836398972721594,0.00325175441876366,0.102105088749179,0.0908351925136218,"Ptgs2/Ptk2b/Gab2/Rhob/Pdcd6/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0045664","regulation of neuron differentiation",0.0350877192982456,0.00836398972721594,0.00325175441876366,0.102105088749179,0.0908351925136218,"Brinp3/Sox11/Ret/Zfp536/Fuom/Rtn4",6,"Up","DES vs. Stable","70"
"GO:0090257","regulation of muscle system process",0.0350877192982456,0.00888457000069411,0.00436190768176909,0.115872443619114,0.103082969243789,"Adra2a/Ptgs2/Lmcd1/Errfi1/Ptgs1/Kcna1",6,"Up","DES vs. Stable","70"
"GO:0006520","cellular amino acid metabolic process",0.0350877192982456,0.00898868605538974,0.00461384421221395,0.116983310350409,0.104071223547569,"Aldh1a1/Pycr2/Bckdhb/Rars2/Bcat1/Odc1",6,"Up","DES vs. Stable","70"
"GO:0030593","neutrophil chemotaxis",0.0292397660818713,0.00357465121121677,0.000380164385748985,0.0570388056061759,0.0507431211456216,"Ccl12/Spp1/Ccl6/C5ar1/Itga9",5,"Up","DES vs. Stable","70"
"GO:0033555","multicellular organismal response to stress",0.0292397660818713,0.00374817796904283,0.000472697161672143,0.0593707635060211,0.0528176881173663,"Penk/Runx1/Adra2a/Ret/Kcnip3",5,"Up","DES vs. Stable","70"
"GO:0034446","substrate adhesion-dependent cell spreading",0.0292397660818713,0.00381758867217325,0.000514101841688456,0.0609625301654751,0.0542337627980656,"Pdpn/Parvg/St6gal1/Fndc3b/Atrnl1",5,"Up","DES vs. Stable","70"
"GO:0071346","cellular response to interferon-gamma",0.0292397660818713,0.00388699937530367,0.000558176032566054,0.0609625301654751,0.0542337627980656,"Ccl12/Ccl6/Parp9/Vim/Aqp4",5,"Up","DES vs. Stable","70"
"GO:0006939","smooth muscle contraction",0.0292397660818713,0.00406052613312973,0.000680759155184392,0.0633358147341923,0.0563450949885561,"Acta2/Adra2a/Mylk/Ptgs2/Ptgs1",5,"Up","DES vs. Stable","70"
"GO:0038127","ERBB signaling pathway",0.0292397660818713,0.00406052613312973,0.000680759155184392,0.0633358147341923,0.0563450949885561,"Adra2a/Cpne3/Errfi1/Ptk2b/Rtn4",5,"Up","DES vs. Stable","70"
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.0292397660818713,0.00440757964878184,0.000985058314115542,0.07732707765807,0.0687920658180031,"Ret/Fam162a/Rps27l/Pdcd6/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:0071621","granulocyte chemotaxis",0.0292397660818713,0.00444228500034705,0.00102024975829978,0.077662648268153,0.0690905976673185,"Ccl12/Spp1/Ccl6/C5ar1/Itga9",5,"Up","DES vs. Stable","70"
"GO:0045727","positive regulation of translation",0.0292397660818713,0.00478933851599917,0.00142554030573724,0.0911604781255759,0.0810985983324663,"Vim/Rps27l/Ptk2b/Uqcc2/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:0034341","response to interferon-gamma",0.0292397660818713,0.00482404386756438,0.00147174364943917,0.0911604781255759,0.0810985983324663,"Ccl12/Ccl6/Parp9/Vim/Aqp4",5,"Up","DES vs. Stable","70"
"GO:0010811","positive regulation of cell-substrate adhesion",0.0292397660818713,0.00485874921912959,0.00151904058416955,0.0911604781255759,0.0810985983324663,"Spp1/Col16a1/Ccdc80/Sdc4/Ptk2b",5,"Up","DES vs. Stable","70"
"GO:2001056","positive regulation of cysteine-type endopeptidase activity",0.0292397660818713,0.00517109738321649,0.00199651648542881,0.0926822435134758,0.0824523981642261,"Ret/Fam162a/Rps27l/Pdcd6/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:0034250","positive regulation of cellular amide metabolic process",0.0292397660818713,0.00576108835982508,0.00318448707166666,0.102105088749179,0.0908351925136218,"Vim/Rps27l/Ptk2b/Uqcc2/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:0071248","cellular response to metal ion",0.0292397660818713,0.00586520441452072,0.00343761766437521,0.105417851506211,0.0937823075543437,"Glra1/Mylk/Glra2/Cpne3/Kcna1",5,"Up","DES vs. Stable","70"
"GO:0010950","positive regulation of endopeptidase activity",0.0292397660818713,0.00589990976608593,0.00352511923826502,0.105417851506211,0.0937823075543437,"Ret/Fam162a/Rps27l/Pdcd6/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:1902806","regulation of cell cycle G1/S phase transition",0.0292397660818713,0.00593461511765114,0.00361420996851104,0.105568551638369,0.0939163740899503,"Ccl12/Pdpn/Gas1/Rps27l/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:0051896","regulation of protein kinase B signaling",0.0292397660818713,0.0061081418754772,0.00408406260865339,0.113391037809527,0.100875449744228,"Inpp4b/Ret/Gcnt2/Pdcd6/Rtn4",5,"Up","DES vs. Stable","70"
"GO:0010952","positive regulation of peptidase activity",0.0292397660818713,0.00624696328173804,0.00449018331323377,0.115872443619114,0.103082969243789,"Ret/Fam162a/Rps27l/Pdcd6/Ddx3x",5,"Up","DES vs. Stable","70"
"GO:0001964","startle response",0.0233918128654971,0.00128409800791282,6.78768081161816e-05,0.029991275934715,0.0266809750290814,"Glra1/Penk/Grin3a/Kcna1",4,"Up","DES vs. Stable","70"
"GO:0006692","prostanoid metabolic process",0.0233918128654971,0.00187408898452141,0.000300494188837122,0.0570388056061759,0.0507431211456216,"Pdpn/Ptgs2/Ptgs1/Plaa",4,"Up","DES vs. Stable","70"
"GO:0006693","prostaglandin metabolic process",0.0233918128654971,0.00187408898452141,0.000300494188837122,0.0570388056061759,0.0507431211456216,"Pdpn/Ptgs2/Ptgs1/Plaa",4,"Up","DES vs. Stable","70"
"GO:0048247","lymphocyte chemotaxis",0.0233918128654971,0.00187408898452141,0.000300494188837122,0.0570388056061759,0.0507431211456216,"Ccl12/Ccl6/Cyp7b1/Ptk2b",4,"Up","DES vs. Stable","70"
"GO:1905517","macrophage migration",0.0233918128654971,0.00218643714860832,0.000543008848697126,0.0609625301654751,0.0542337627980656,"Ccl12/C5ar1/Ptk2b/Rtn4",4,"Up","DES vs. Stable","70"
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process",0.0233918128654971,0.00270701742208649,0.0012137240541365,0.0846909673330804,0.0753431627757835,"Ret/Fam162a/Rps27l/Pdcd6",4,"Up","DES vs. Stable","70"
"GO:0045471","response to ethanol",0.0233918128654971,0.00281113347678212,0.00139630274899319,0.0911604781255759,0.0810985983324663,"Glra1/Aldh1a1/Glra2/Grin3a",4,"Up","DES vs. Stable","70"
"GO:0014032","neural crest cell development",0.0233918128654971,0.00308877628930381,0.00197538249665929,0.0926822435134758,0.0824523981642261,"Sox11/Ret/Nrp2/Pdcd6",4,"Up","DES vs. Stable","70"
"GO:0032526","response to retinoic acid",0.0233918128654971,0.00315818699243423,0.00214259753342431,0.0944246491923135,0.0840024850131083,"Runx1/Brinp3/Ret/Ptk2b",4,"Up","DES vs. Stable","70"
"GO:0014031","mesenchymal cell development",0.0233918128654971,0.00329700839869508,0.00250586198825218,0.101527827653056,0.0903216468770692,"Sox11/Ret/Nrp2/Pdcd6",4,"Up","DES vs. Stable","70"
"GO:0048864","stem cell development",0.0233918128654971,0.00329700839869508,0.00250586198825218,0.101527827653056,0.0903216468770692,"Sox11/Ret/Nrp2/Pdcd6",4,"Up","DES vs. Stable","70"
"GO:0014033","neural crest cell differentiation",0.0233918128654971,0.00343582980495592,0.002909350579781,0.102105088749179,0.0908351925136218,"Sox11/Ret/Nrp2/Pdcd6",4,"Up","DES vs. Stable","70"
"GO:0062207","regulation of pattern recognition receptor signaling pathway",0.0233918128654971,0.00350524050808635,0.00312683655996194,0.102105088749179,0.0908351925136218,"Slc15a2/Erbin/Rtn4/Ddx3x",4,"Up","DES vs. Stable","70"
"GO:0072676","lymphocyte migration",0.0233918128654971,0.00374817796904283,0.00397506924317966,0.113391037809527,0.100875449744228,"Ccl12/Ccl6/Cyp7b1/Ptk2b",4,"Up","DES vs. Stable","70"
"GO:0010595","positive regulation of endothelial cell migration",0.0233918128654971,0.00378288332060804,0.00410771673593431,0.113391037809527,0.100875449744228,"Ptgs2/Ptk2b/Rhob/Pdcd6",4,"Up","DES vs. Stable","70"
"GO:0042310","vasoconstriction",0.0233918128654971,0.00378288332060804,0.00410771673593431,0.113391037809527,0.100875449744228,"Acta2/Adra2a/Ptgs2/Ptgs1",4,"Up","DES vs. Stable","70"
"GO:0099175","regulation of postsynapse organization",0.0233918128654971,0.00385229402373846,0.0043819239616894,0.115872443619114,0.103082969243789,"Srgn/Tanc1/Dgkb/Nrp2",4,"Up","DES vs. Stable","70"
"GO:0071498","cellular response to fluid shear stress",0.0175438596491228,0.000589990976608593,0.000131362910943621,0.0366648480322641,0.0326179485302115,"Spp1/Ptgs2/Ptk2b",3,"Up","DES vs. Stable","70"
"GO:0034405","response to fluid shear stress",0.0175438596491228,0.000832928437565073,0.000379237078086017,0.0570388056061759,0.0507431211456216,"Spp1/Ptgs2/Ptk2b",3,"Up","DES vs. Stable","70"
"GO:0010574","regulation of vascular endothelial growth factor production",0.0175438596491228,0.00111057125008676,0.000897541829033098,0.0727298411139078,0.0647022513764777,"C5ar1/Ptgs2/Aqp4",3,"Up","DES vs. Stable","70"
"GO:0010573","vascular endothelial growth factor production",0.0175438596491228,0.00124939265634761,0.00126975559781038,0.086206109775667,0.0766910706728717,"C5ar1/Ptgs2/Aqp4",3,"Up","DES vs. Stable","70"
"GO:0048265","response to pain",0.0175438596491228,0.00138821406260845,0.00172677670685689,0.0926822435134758,0.0824523981642261,"Runx1/Ret/Kcnip3",3,"Up","DES vs. Stable","70"
"GO:1905521","regulation of macrophage migration",0.0175438596491228,0.00156174082043451,0.00242686243862887,0.101527827653056,0.0903216468770692,"C5ar1/Ptk2b/Rtn4",3,"Up","DES vs. Stable","70"
"GO:0071300","cellular response to retinoic acid",0.0175438596491228,0.00163115152356493,0.00274926651510598,0.102105088749179,0.0908351925136218,"Brinp3/Ret/Ptk2b",3,"Up","DES vs. Stable","70"
"GO:0032965","regulation of collagen biosynthetic process",0.0175438596491228,0.00166585687513015,0.00291987948699039,0.102105088749179,0.0908351925136218,"Vim/Ltbp1/Errfi1",3,"Up","DES vs. Stable","70"
"GO:0048246","macrophage chemotaxis",0.0175438596491228,0.00166585687513015,0.00291987948699039,0.102105088749179,0.0908351925136218,"Ccl12/C5ar1/Ptk2b",3,"Up","DES vs. Stable","70"
"GO:0048483","autonomic nervous system development",0.0175438596491228,0.00187408898452141,0.00408007695782119,0.113391037809527,0.100875449744228,"Sox11/Ret/Nrp2",3,"Up","DES vs. Stable","70"
"GO:0010712","regulation of collagen metabolic process",0.0175438596491228,0.00190879433608662,0.00429685606581865,0.115872443619114,0.103082969243789,"Vim/Ltbp1/Errfi1",3,"Up","DES vs. Stable","70"
"GO:0071470","cellular response to osmotic stress",0.0175438596491228,0.00194349968765184,0.00452050138322975,0.115872443619114,0.103082969243789,"Mylk/Ptgs2/Ddx3x",3,"Up","DES vs. Stable","70"
"GO:0032964","collagen biosynthetic process",0.0175438596491228,0.00197820503921705,0.00475107496854312,0.116983310350409,0.104071223547569,"Vim/Ltbp1/Errfi1",3,"Up","DES vs. Stable","70"
"GO:0060900","embryonic camera-type eye formation",0.0116959064327485,0.000381758867217325,0.00185921621927123,0.0926822435134758,0.0824523981642261,"Aldh1a1/Sox11",2,"Up","DES vs. Stable","70"
"GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway",0.0116959064327485,0.000381758867217325,0.00185921621927123,0.0926822435134758,0.0824523981642261,"Slc15a2/Erbin",2,"Up","DES vs. Stable","70"
"GO:1903431","positive regulation of cell maturation",0.0116959064327485,0.000381758867217325,0.00185921621927123,0.0926822435134758,0.0824523981642261,"Runx1/Ret",2,"Up","DES vs. Stable","70"
"GO:0071294","cellular response to zinc ion",0.0116959064327485,0.000485874921912959,0.00304037870537742,0.102105088749179,0.0908351925136218,"Glra1/Glra2",2,"Up","DES vs. Stable","70"
"GO:0032026","response to magnesium ion",0.0116959064327485,0.00052058027347817,0.00349448796428729,0.105417851506211,0.0937823075543437,"Kcnip3/Kcna1",2,"Up","DES vs. Stable","70"
"GO:1900044","regulation of protein K63-linked ubiquitination",0.0116959064327485,0.00052058027347817,0.00349448796428729,0.105417851506211,0.0937823075543437,"Plaa/Ddx3x",2,"Up","DES vs. Stable","70"
"GO:0010919","regulation of inositol phosphate biosynthetic process",0.0116959064327485,0.000589990976608593,0.00449108715780676,0.115872443619114,0.103082969243789,"Mas1/Ptk2b",2,"Up","DES vs. Stable","70"
"GO:0061179","negative regulation of insulin secretion involved in cellular response to glucose stimulus",0.0116959064327485,0.000589990976608593,0.00449108715780676,0.115872443619114,0.103082969243789,"Adra2a/Ucp2",2,"Up","DES vs. Stable","70"
"GO:0006397","mRNA processing",0.133333333333333,0.0163809259387798,0.0244191973438076,0.107310150868468,0.0674497729805593,"Phrf1/Dhx16",2,"Down","DES vs. Stable","70"
"GO:0042439","ethanolamine-containing compound metabolic process",0.0666666666666667,0.000347053515652114,0.00519443386479812,0.0914936358131425,0.057508305736394,"Chka",1,"Down","DES vs. Stable","70"
"GO:0006646","phosphatidylethanolamine biosynthetic process",0.0666666666666667,0.000381758867217325,0.00571248981161188,0.0914936358131425,0.057508305736394,"Chka",1,"Down","DES vs. Stable","70"
"GO:0018026","peptidyl-lysine monomethylation",0.0666666666666667,0.000381758867217325,0.00571248981161188,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0036462","TRAIL-activated apoptotic signaling pathway",0.0666666666666667,0.000381758867217325,0.00571248981161188,0.0914936358131425,0.057508305736394,"Tnfrsf10b",1,"Down","DES vs. Stable","70"
"GO:2000615","regulation of histone H3-K9 acetylation",0.0666666666666667,0.000416464218782536,0.00623029395190411,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0043970","histone H3-K9 acetylation",0.0666666666666667,0.000485874921912959,0.00726514726749328,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0048635","negative regulation of muscle organ development",0.0666666666666667,0.000485874921912959,0.00726514726749328,0.0914936358131425,0.057508305736394,"Sfmbt1",1,"Down","DES vs. Stable","70"
"GO:1901160","primary amino compound metabolic process",0.0666666666666667,0.000624696328173804,0.00933183721804509,0.0914936358131425,0.057508305736394,"Chka",1,"Down","DES vs. Stable","70"
"GO:0043984","histone H4-K16 acetylation",0.0666666666666667,0.000728812382869438,0.0108792186584558,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0048172","regulation of short-term neuronal synaptic plasticity",0.0666666666666667,0.000728812382869438,0.0108792186584558,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0006656","phosphatidylcholine biosynthetic process",0.0666666666666667,0.00076351773443465,0.0113945109767321,0.0914936358131425,0.057508305736394,"Chka",1,"Down","DES vs. Stable","70"
"GO:0044154","histone H3-K14 acetylation",0.0666666666666667,0.000798223085999861,0.0119095527360871,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane",0.0666666666666667,0.000832928437565073,0.0124243440496561,0.0914936358131425,0.057508305736394,"Stx19",1,"Down","DES vs. Stable","70"
"GO:0080182","histone H3-K4 trimethylation",0.0666666666666667,0.000832928437565073,0.0124243440496561,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0018027","peptidyl-lysine dimethylation",0.0666666666666667,0.000867633789130284,0.0129388850305263,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0060216","definitive hemopoiesis",0.0666666666666667,0.000867633789130284,0.0129388850305263,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0099500","vesicle fusion to plasma membrane",0.0666666666666667,0.000867633789130284,0.0129388850305263,0.0914936358131425,0.057508305736394,"Stx19",1,"Down","DES vs. Stable","70"
"GO:0046337","phosphatidylethanolamine metabolic process",0.0666666666666667,0.000902339140695495,0.0134531757917385,0.0914936358131425,0.057508305736394,"Chka",1,"Down","DES vs. Stable","70"
"GO:0097164","ammonium ion metabolic process",0.0666666666666667,0.000902339140695495,0.0134531757917385,0.0914936358131425,0.057508305736394,"Chka",1,"Down","DES vs. Stable","70"
"GO:0051571","positive regulation of histone H3-K4 methylation",0.0666666666666667,0.000937044492260707,0.0139672164462864,0.0914936358131425,0.057508305736394,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0048499","synaptic vesicle membrane organization",0.0666666666666667,0.000971749843825918,0.0144810071071161,0.0914936358131425,0.057508305736394,"Stx19",1,"Down","DES vs. Stable","70"
"GO:0048634","regulation of muscle organ development",0.0666666666666667,0.000971749843825918,0.0144810071071161,0.0914936358131425,0.057508305736394,"Sfmbt1",1,"Down","DES vs. Stable","70"
"GO:0009225","nucleotide-sugar metabolic process",0.0666666666666667,0.00104116054695634,0.0155078388991713,0.0927875981496446,0.058321625493529,"Cmah",1,"Down","DES vs. Stable","70"
"GO:0035162","embryonic hemopoiesis",0.0666666666666667,0.00107586589852155,0.0160208802560537,0.0927875981496446,0.058321625493529,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0044030","regulation of DNA methylation",0.0666666666666667,0.00114527660165197,0.0170462144553205,0.094776952371582,0.0595720336754359,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0035116","embryonic hindlimb morphogenesis",0.0666666666666667,0.0012146873047824,0.0180705513864277,0.0966079477966709,0.0607229054685626,"Aff3",1,"Down","DES vs. Stable","70"
"GO:0035640","exploration behavior",0.0666666666666667,0.00128409800791282,0.0190938919501243,0.0982981844839735,0.0617853033863673,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0051569","regulation of histone H3-K4 methylation",0.0666666666666667,0.00145762476573888,0.0216478901563382,0.10620531986844,0.0667553316855773,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0048873","homeostasis of number of cells within a tissue",0.0666666666666667,0.00149233011730409,0.0221579444329838,0.10620531986844,0.0667553316855773,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0048536","spleen development",0.0666666666666667,0.00159644617199972,0.0236866185536622,0.107310150868468,0.0674497729805593,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0035137","hindlimb morphogenesis",0.0666666666666667,0.00166585687513015,0.0247044951639639,0.107310150868468,0.0674497729805593,"Aff3",1,"Down","DES vs. Stable","70"
"GO:0061647","histone H3-K9 modification",0.0666666666666667,0.00176997292982578,0.0262294531138858,0.110481635843337,0.0694432092010374,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0018023","peptidyl-lysine trimethylation",0.0666666666666667,0.00201291039078226,0.0297790381445783,0.111633585226702,0.0701672667460528,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0031062","positive regulation of histone methylation",0.0666666666666667,0.00201291039078226,0.0297790381445783,0.111633585226702,0.0701672667460528,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0048278","vesicle docking",0.0666666666666667,0.00208232109391268,0.0307909849819883,0.111633585226702,0.0701672667460528,"Stx19",1,"Down","DES vs. Stable","70"
"GO:0035065","regulation of histone acetylation",0.0666666666666667,0.00211702644547789,0.0312965889057993,0.111633585226702,0.0701672667460528,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0046470","phosphatidylcholine metabolic process",0.0666666666666667,0.00211702644547789,0.0312965889057993,0.111633585226702,0.0701672667460528,"Chka",1,"Down","DES vs. Stable","70"
"GO:0051568","histone H3-K4 methylation",0.0666666666666667,0.00246407996113001,0.0363391065154088,0.111633585226702,0.0701672667460528,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0032922","circadian regulation of gene expression",0.0666666666666667,0.00249878531269522,0.0368420085577248,0.111633585226702,0.0701672667460528,"Kmt2a",1,"Down","DES vs. Stable","70"
"GO:0043967","histone H4 acetylation",0.0666666666666667,0.00249878531269522,0.0368420085577248,0.111633585226702,0.0701672667460528,"Kmt2a",1,"Down","DES vs. Stable","70"
