configuration_id,bioproject,gene_name,mean,gene_logfc,gene_lfcSE,gene_stat,gene_pvalue,gene_qvalue,conditions
PRJNA398031_2,PRJNA398031,Grid2,460.2613274,0.390408621,0.104909531,3.721383708,0.000198134,0.000997888,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Tbxas1,21.17234219,1.287895477,0.346116281,3.720990742,0.000198443,0.000999086,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Larp7,427.8251486,0.422555979,0.113568603,3.720711262,0.000198662,0.000999625,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cntn3,1166.64971,0.478890428,0.128718118,3.720458586,0.000198861,0.001000035,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Dpm1-adnp,2754.083784,-1.042645539,0.280251638,-3.720390532,0.000198915,0.001000035,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Dysf,41.78899976,1.775657998,0.477460938,3.718959722,0.000200045,0.001005,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Bace2,29.13349606,1.049865513,0.282519006,3.716088093,0.000202331,0.001014677,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ccnc,1407.833536,0.472448741,0.12714019,3.715966915,0.000202428,0.001014803,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ndst2,91.79540821,0.486305665,0.130901175,3.715059591,0.000203156,0.001018089,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cep164,242.4981127,0.527534365,0.142061204,3.713430191,0.000204469,0.001024306,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Necab3,368.1831176,0.505181546,0.136097454,3.711910334,0.000205701,0.001029015,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ptpn6,42.11422995,1.5699107,0.422949732,3.711813913,0.000205779,0.001029042,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ncapg2,215.138734,0.413308931,0.111409351,3.70982262,0.000207405,0.001036067,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Tfr2,36.04737636,0.771255329,0.207916575,3.7094461,0.000207713,0.001037242,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Trmt61a,157.8643983,-0.655533666,0.17676367,-3.708531651,0.000208465,0.001040626,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Micalcl,21.68230543,1.018763468,0.274810475,3.707149333,0.000209605,0.00104595,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Gm561,113.9490257,0.734296347,0.198125215,3.706223593,0.000210373,0.001049407,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Wipi1,80.75474729,0.573943635,0.154961588,3.703780025,0.00021241,0.001058076,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Mterf3,275.510548,0.554930279,0.149865012,3.702867467,0.000213176,0.001060319,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Lrrc39,182.5425859,-0.487689909,0.131767608,-3.70113653,0.000214636,0.001066519,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Slc1a6,85.84462663,0.710097007,0.191917935,3.70000337,0.000215597,0.001070167,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Tnnt2,61.57536757,1.516079554,0.409982475,3.697913073,0.000217379,0.001077901,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Gps2,135.3386034,0.515346825,0.139365102,3.697818313,0.00021746,0.001077901,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Slc5a6,131.7690484,0.475580439,0.128633916,3.697162097,0.000218023,0.001079551,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Lrrc49,1061.64293,0.452167966,0.12238313,3.694691949,0.000220154,0.001088953,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Fam129b,266.6822019,0.389667287,0.10559418,3.690234489,0.000224047,0.001106661,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Aldh18a1,295.6612353,0.393561756,0.106664931,3.68970151,0.000224517,0.001107818,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Prdm5,124.5318157,0.902821568,0.244795377,3.688066249,0.000225965,0.001113791,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Klf10,856.728291,0.86530096,0.23477887,3.685599811,0.000228165,0.001124087,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ppp1r18,68.30748083,-0.513311357,0.139276889,-3.685545825,0.000228213,0.001124087,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cgrrf1,231.0805515,0.443997145,0.120481233,3.68519755,0.000228525,0.001124839,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Iqcb1,937.9986002,0.529967484,0.143948424,3.681648405,0.000231731,0.001139027,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,4933409K07Rik,263.9433458,4.574494514,1.242724281,3.681021274,0.000232302,0.001141037,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Nid2,28.2015798,0.858183574,0.233258353,3.679111867,0.000234048,0.001149213,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Hmbox1,597.7501072,0.402902637,0.109527786,3.67854271,0.00023457,0.001150978,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Lrrk1,38.75262285,0.971193079,0.264049098,3.678077623,0.000234998,0.001152678,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ccdc127,1592.152534,0.658462364,0.179122445,3.676046084,0.000236877,0.001161083,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Zfp277,477.4525859,0.498675529,0.135684547,3.675256612,0.00023761,0.00116387,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Gm13315,39.41900363,-0.836150802,0.227530147,-3.674901162,0.000237942,0.001165087,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Pld4,33.9782196,0.842490629,0.22926627,3.674725594,0.000238105,0.001165484,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Plxnb2,513.9849473,0.55524818,0.151108986,3.674488154,0.000238327,0.001166163,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ifitm7,22.73720209,-1.221312361,0.332398125,-3.674245641,0.000238553,0.001166867,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cd302,95.89172075,0.813348755,0.221402454,3.673621235,0.000239137,0.001168507,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cuta,90.37414476,0.522059176,0.142215117,3.670911978,0.000241687,0.001180556,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,AA474331,22.05066498,0.950773851,0.25909198,3.669638297,0.000242894,0.001186042,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Tmem131,1017.206534,0.429978624,0.117231698,3.667767617,0.000244677,0.001193511,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,4930452B06Rik,183.1289147,0.415106251,0.113212027,3.666626788,0.000245771,0.001197603,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Vill,58.48635881,1.621054381,0.442134661,3.666426828,0.000245963,0.001198126,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Clasrp,431.3435709,0.527480988,0.143898141,3.665655343,0.000246706,0.001200914,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Rplp2,1574.136339,0.731803516,0.199703935,3.664442145,0.000247878,0.001204541,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Prpf6,1589.635156,0.415542702,0.113413613,3.6639579,0.000248348,0.001206407,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Pcgf1,90.2550154,0.876516972,0.239255521,3.66351826,0.000248774,0.001208064,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Telo2,283.3104273,0.38643835,0.105502528,3.662834971,0.000249439,0.001210875,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Myo1h,35.96988345,1.082200721,0.2958089,3.658445439,0.00025375,0.001230952,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Rtfdc1,1207.62574,0.436088059,0.119220929,3.657814627,0.000254375,0.001233137,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Dyx1c1,59.47595431,0.618361602,0.169066529,3.65750457,0.000254683,0.001234205,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Afg3l1,338.2606437,0.406715755,0.111285953,3.654690846,0.000257492,0.001245679,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Taf4b,122.8402392,0.494308605,0.13534759,3.652141904,0.000260062,0.001256818,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Pstpip2,160.102087,0.637936521,0.174687931,3.651863736,0.000260344,0.00125755,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Lmf1,73.64442874,0.717676929,0.196583143,3.650755183,0.00026147,0.001262326,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Dusp6,1030.701752,-0.487686431,0.133603878,-3.650241597,0.000261994,0.00126442,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Nr2c1,181.3567994,0.480616765,0.131692997,3.649524086,0.000262727,0.001267523,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ucp2,46.13058894,0.558569691,0.153122675,3.647857446,0.000264436,0.001275335,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Gigyf1,397.515234,0.404780426,0.110982775,3.647236483,0.000265076,0.001277983,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Prkd1,178.9275178,0.429998382,0.117990218,3.644356179,0.000268062,0.001288415,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Yif1b,96.58329106,0.44444969,0.122018937,3.642464847,0.00027004,0.001297038,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Dnajc1,1047.851336,0.392902201,0.107888075,3.641757445,0.000270783,0.001299722,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Rfc3,70.31144483,0.610608798,0.167694975,3.64118721,0.000271384,0.001302162,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Psma2,1999.555589,0.399327099,0.109723557,3.639392566,0.000273282,0.001310378,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Suv420h2,24.71782205,0.922509268,0.253497848,3.639120713,0.000273571,0.001311316,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cnot3,184.8305831,0.592912715,0.163176445,3.633568046,0.000279529,0.001338056,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Postn,23.71780107,1.180449282,0.324988857,3.632276176,0.000280932,0.001343407,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Pla2g4a,53.78742412,1.207282427,0.332482819,3.631112218,0.000282202,0.001349023,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Man2b2,126.6095195,0.761790036,0.209882719,3.629598661,0.000283862,0.001356038,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Dlx1,266.6633594,0.605856951,0.166979281,3.628336081,0.000285254,0.001362224,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Gm10548,81.9686704,-0.457302548,0.126109112,-3.626245085,0.000287572,0.001372832,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Hist1h2bf,26.36021134,-0.986690529,0.272209621,-3.624745249,0.000289246,0.001379889,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Adhfe1,151.4794804,0.640049971,0.176601441,3.624262456,0.000289787,0.001382002,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Pcdha9,511.8048758,-0.498969396,0.137763952,-3.621915512,0.00029243,0.001393661,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Acaa1b,23.81513077,-0.919244714,0.253903527,-3.62044878,0.000294092,0.00139983,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Stat3,557.0409756,0.534395785,0.14769877,3.61814649,0.00029672,0.001411248,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Tbca,647.7438707,1.130398011,0.312468046,3.617643545,0.000297297,0.00141304,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Incenp,100.6515628,0.699860378,0.193512109,3.616623172,0.000298471,0.001417663,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Fpgs,42.7603841,0.696111482,0.192491276,3.616327436,0.000298812,0.001418805,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Apoo,173.1080132,0.469500924,0.129906857,3.614135036,0.000301352,0.001430382,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cd36,27.23583776,1.648572278,0.456194902,3.61374551,0.000301805,0.001432052,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Prdm2,1265.890105,0.812991228,0.225139448,3.611056324,0.000304952,0.00144504,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Gcat,42.46759566,0.728857081,0.202004381,3.608125113,0.000308418,0.001460479,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Myl6,3018.582758,1.043369139,0.289237945,3.607303803,0.000309395,0.001463634,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Rel,30.1296002,0.931370849,0.258454476,3.603616633,0.00031382,0.001481583,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Ppp1r3d,137.3322471,-0.383379689,0.106415683,-3.602661551,0.000314976,0.001485547,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Mrgpre,84.57506644,-0.467183843,0.129703692,-3.601931726,0.000315861,0.001488729,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cebpb,76.98090443,-0.941762657,0.261563083,-3.600518264,0.000317584,0.001496346,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Cpsf3l,303.1683822,0.507245751,0.14098106,3.597970893,0.000320709,0.001508051,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
PRJNA398031_2,PRJNA398031,Tpm2,58.63391925,1.371016022,0.381095727,3.597563353,0.000321212,0.001509912,"((Subregion==""pfc"") & (Sex==""m"") & (Stress.protocol==""21d_CVS"" | Stress.protocol==""control"") & (Time.from.stress.h==""24"") & (Phenotype==""na""))"
