,configuration_id,bioproject,gene_name,mean,gene_logfc,gene_lfcSE,gene_stat,gene_pvalue,gene_qvalue,conditions
PRJNA322294_4,PRJNA322294,Col6a2,607.4236875,0.658945901,0.16741597,3.935979953,8.29E-05,0.013963935,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Tmem200a,665.3505577,-0.494642427,0.125901275,-3.928811902,8.54E-05,0.014223236,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Lypd1,11572.55667,-0.713459187,0.181747962,-3.925541615,8.65E-05,0.01425588,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Acot1,348.0217032,-0.62734932,0.160524326,-3.908126183,9.30E-05,0.015052818,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Plekhg3,354.6787631,0.577844871,0.14802647,3.903659069,9.47E-05,0.015100143,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Nfib,1825.444772,-0.68966164,0.178336441,-3.867194131,0.000110095,0.017172444,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Fmod,143.4947861,1.415899514,0.369685819,3.830007652,0.000128139,0.019368846,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Ccnd1,3053.934091,-0.574244483,0.149917946,-3.830391877,0.000127939,0.019368846,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Kcnh4,274.501126,0.971429091,0.254032127,3.824040302,0.000131282,0.019641461,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Slc29a4,576.9234417,-0.623429314,0.163603475,-3.810611696,0.000138623,0.02053026,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Fat3,4332.201741,0.41565735,0.109578782,3.793228421,0.000148701,0.020776513,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Pcp4l1,1825.980334,0.786570844,0.207319485,3.794003467,0.000148238,0.020776513,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Lamp5,2440.267298,0.40630968,0.107061269,3.795113621,0.000147576,0.020776513,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Drd2,546.0392926,2.349348467,0.617816614,3.802663141,0.000143149,0.020776513,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Nkain3,440.150764,-0.591977062,0.156067514,-3.793083178,0.000148788,0.020776513,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Itgb4,172.5319958,0.876360867,0.231758548,3.781352934,0.000155978,0.021575044,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Gng7,6760.057701,0.756547821,0.20081676,3.767353988,0.000164987,0.022193019,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,4932418E24Rik,167.2960346,1.207550008,0.320489963,3.767824733,0.000164676,0.022193019,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Acer2,192.9362439,0.78814932,0.209417424,3.763532685,0.00016753,0.022330202,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,2810468N07Rik,653.9906885,0.43167872,0.11479881,3.760306582,0.000169705,0.022416381,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Sgpp2,306.6349546,0.730749955,0.19481526,3.750989295,0.000176138,0.02305838,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Esr1,308.7387446,-0.916337957,0.245127978,-3.738202248,0.000185341,0.024048382,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Sertm1,1048.787977,-0.533818953,0.143123307,-3.729783531,0.000191644,0.024648153,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Ak7,37.63008989,-2.524019367,0.677551262,-3.725207979,0.000195154,0.024881319,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Aloxe3,263.695394,-0.943073071,0.253532552,-3.719731701,0.000199435,0.025109097,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Slc44a5,392.3024115,-0.781325455,0.210241069,-3.716331255,0.000202137,0.025109097,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Foxp1,1202.469465,0.753307111,0.202726383,3.715880987,0.000202497,0.025109097,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Tac1,1051.666514,0.953747868,0.256779342,3.714270247,0.000203791,0.025109097,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Tbc1d4,382.7477854,0.740876687,0.199860017,3.706978009,0.000209747,0.02542634,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Deptor,754.5543118,0.549265003,0.148249767,3.70499741,0.000211393,0.02542634,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Myh14,869.3218757,0.502889134,0.135740355,3.704787245,0.000211568,0.02542634,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Kctd4,1723.897122,-0.832065182,0.224823583,-3.700969322,0.000214777,0.02560217,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Them6,833.994085,0.528185237,0.143060998,3.692028191,0.000222473,0.026305614,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Tll1,112.3382165,-1.340829707,0.363645302,-3.687191059,0.000226743,0.026596061,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Spon1,5474.756592,-0.416375934,0.113157345,-3.679619157,0.000233583,0.027180849,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Fezf2,731.6225703,-0.998773886,0.273297182,-3.654534158,0.000257649,0.029745314,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Six3,840.6950765,1.166191988,0.31939282,3.651278041,0.000260939,0.029889696,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Cd4,181.9163119,3.5610239,0.977997039,3.641139757,0.000271434,0.030850864,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Ncam2,2326.442507,-0.511119927,0.140607333,-3.635087288,0.000277887,0.031102079,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Mpped2,608.6941909,0.532836361,0.146569105,3.635393427,0.000277557,0.031102079,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Fbxo32,364.0497148,0.680206177,0.187353909,3.63059506,0.000282769,0.031408729,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Sertad4,538.7144446,0.75940502,0.209284722,3.628573617,0.000284991,0.031417633,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Cd24a,239.7283002,-0.788809996,0.217974331,-3.618820587,0.000295949,0.03238209,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Wnk4,116.4829933,1.071185326,0.296293361,3.615286297,0.000300016,0.032467056,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Lhx8,93.09203887,2.467486943,0.68296813,3.612887387,0.000302806,0.032467056,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Col11a1,399.2275992,1.363805601,0.377533799,3.612406641,0.000303368,0.032467056,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Oprk1,688.3176911,0.668416361,0.186490749,3.584179713,0.000338139,0.035926066,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Ctbp2,785.8564451,-0.432547394,0.120809298,-3.580414754,0.000343049,0.036185526,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Kcnj2,512.8576634,0.762241444,0.213219564,3.574913245,0.000350344,0.036691032,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Six3os1,300.860309,1.220121253,0.342204865,3.565470212,0.000363204,0.037502135,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Tmem158,2006.435164,0.688940914,0.193349252,3.563194103,0.00036637,0.03756441,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Arhgef28,2164.572776,-0.530811791,0.149236068,-3.556859941,0.000375314,0.038214275,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Strn3,1641.704193,0.62566738,0.176369333,3.547483967,0.000388929,0.03932747,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Shb,272.3006322,0.901143227,0.255174755,3.531474841,0.000413249,0.041146001,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Trhr2,57.06679321,1.539144063,0.436000296,3.530144537,0.000415333,0.041146001,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Fos,312.9990984,-0.587792696,0.166383273,-3.532763151,0.000411241,0.041146001,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Gpr83,1167.527678,0.593622885,0.169342826,3.505450454,0.000455835,0.04433152,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Cyp2s1,86.22225688,1.210004629,0.345481319,3.502373533,0.000461133,0.044481097,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Slc10a4,167.4123949,1.564188742,0.447007877,3.499242008,0.000466583,0.044712669,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Crym,2097.910513,-0.565846341,0.161939774,-3.494177662,0.000475524,0.045273634,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Pde8b,2045.090853,0.446880201,0.128476648,3.478299027,0.000504607,0.047732535,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_4,PRJNA322294,Nt5e,292.2821892,1.305895558,0.37590756,3.473980568,0.000512798,0.048196454,"((Subregion==""bla"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Aebp2,1759.160149,-1.456014174,0.130041448,-11.19653924,4.24E-29,6.50E-25,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Pcdha6,1105.436005,-1.708031826,0.209512699,-8.152402371,3.57E-16,2.73E-12,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Gm5643,1248.799301,-1.166760121,0.164425833,-7.095965991,1.28E-12,6.56E-09,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Rn45s,31111.21122,-0.489841868,0.089750271,-5.457831626,4.82E-08,0.000184624,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Hnrnpa1,1209.226205,0.902834272,0.175193946,5.153341738,2.56E-07,0.000784134,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Penk,11137.66536,0.599655784,0.124022181,4.835068834,1.33E-06,0.003398919,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Meis2,3316.160268,0.78577563,0.164664168,4.771989184,1.82E-06,0.00399281,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Gh,142.6172368,2.238111001,0.473383052,4.727906905,2.27E-06,0.004344671,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Cd63,819.7246161,-1.073108507,0.247286938,-4.339527667,1.43E-05,0.024309083,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Myoc,37.2831823,-3.09429504,0.719740054,-4.299184159,1.71E-05,0.026266196,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Gt(ROSA)26Sor,226.8811648,-1.912762797,0.44991225,-4.251413023,2.12E-05,0.027123261,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Krt2,53.93123156,-3.442890038,0.806251305,-4.270244299,1.95E-05,0.027123261,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Ppp1r1b,5050.65512,0.660163832,0.160330912,4.117508127,3.83E-05,0.043498916,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Slc13a4,40.40949278,-2.896414454,0.707652608,-4.092989161,4.26E-05,0.043498916,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA322294_5,PRJNA322294,Col6a1,2814.254893,0.452305021,0.110453104,4.094996012,4.22E-05,0.043498916,"((Subregion==""bla"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""720"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Rps27,1260.294715,-5.908581687,0.177678579,-33.25432768,1.77E-242,2.60E-238,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Pik3r1,2322.638046,-1.36890076,0.124337869,-11.00952404,3.44E-28,2.53E-24,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Nrxn1,3839.24643,1.198476994,0.123380466,9.713668864,2.64E-22,1.29E-18,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Pcdha10,134.8078731,2.701186632,0.333097198,8.109304569,5.09E-16,1.87E-12,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Rps27rt,1303.229955,5.64559533,0.738574109,7.643911778,2.11E-14,6.19E-11,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Pcdhga4,463.9484613,1.461599817,0.207729993,7.036055771,1.98E-12,4.84E-09,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Pcdha6,348.4613868,-1.358137336,0.227072344,-5.981077725,2.22E-09,4.65E-06,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Slc13a4,128.3811792,2.453699347,0.437630187,5.606787231,2.06E-08,3.79E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Trpm3,724.3925105,0.873638035,0.157638977,5.54201791,2.99E-08,4.88E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Abca4,91.99701611,2.849026299,0.521351346,5.464695396,4.64E-08,6.82E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
